duplicate_group_id,sha256,group_size,classification,conflicting_fields,missing_metadata_fields,SM_0_values,SM_20_values,light_value_values,moisture_class_values,moisture_bin_values,light_bin_values,soil_type_values,capture_session_values,source_group_values,phase2_near_group_ids,member_sample_ids,member_relative_paths,resolution
sha256:ade40a65a23d3063,ade40a65a23d306319ba2fadfc9c4d5eeaf049ca4046bd5fc41ea69a2e373fa9,3,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,40;45;51,42;45;50,92;95;97,3;4;5,M_30_40;M_40_50;M_50_60,L_90_100,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:b1dd5e518be03381,2110bdaa4c861acb2b14;467e679fd7981577620c;d8dc21d0481fe80893b1,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg;Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg;Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg,DO_NOT_AUTO_RESOLVE
sha256:af54ceee1e6ea7ef,af54ceee1e6ea7ef7a866eb66ec5f0714bf947da83ee39e15e5e8cab789a92e8,3,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,32;57;70,33;57;69,88;90,3;5;6,M_30_40;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:e7caa81515007dc6,1fa543af29f836ba939d;7d74920e75c420fd82ac;9a5e988d05401c6bb634,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg,DO_NOT_AUTO_RESOLVE
sha256:b2d381061e86750c,b2d381061e86750c596ea90c359ce7104609d9708781c75c65ed9c99f3190381,3,CONFLICTING_LABEL,SM_0;SM_20;light_value,capture_session;source_group,14;15;19,13;18,70;75;80,1,M_10_20,L_70_80,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:da003ea3a8a9acb4,345748309ec170eaa67a;6d4e6ee82a1c87426cb3;e27227412855f6a4f9de,Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0702.JPG;Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0705.JPG;Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0706.JPG,DO_NOT_AUTO_RESOLVE
sha256:b31a63d28142efd5,b31a63d28142efd56024bd0e38ee4b1118ecaf2eca2f4cb0c721d8c954f5bcb9,4,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,34;45;51;62,35;47;53;62,82;85;87;90,3;4;5;6,M_30_40;M_40_50;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:84986216fec716df,24fb23db17c1c696afa6;4a665346df06d3fb7205;6f3e63bc1d07f3a2167c;eb498ebfeb5f7a938612,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg;Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,DO_NOT_AUTO_RESOLVE
sha256:c7569787e7431004,c7569787e74310048696c82571cedd2cb89e66b961605a3059711b281284b503,3,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,36;53;69,38;55;67,84;86;90,3;5;6,M_30_40;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:626459e0714fb404,26fd7b73161c46436846;522f4dc6b54162929fdf;d5f1ca4f6698101eadd6,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg,DO_NOT_AUTO_RESOLVE
sha256:ca85bf8ff5a35539,ca85bf8ff5a35539fefbb847acbe12f7f32ecbe248c145a844b511e7bc339c0a,2,CONFLICTING_LABEL,SM_0;SM_20;moisture_class;moisture_bin,capture_session;source_group,37;54,38;52,90,3;5,M_30_40;M_50_60,L_90_100,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:22eb69568175d464,4cbcebd06995963b1d0b;d5a806e97c50b967d5ed,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142944680_d4f5166a1f72d6cb4ddfe9316119b767.jpg;Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142944680_d4f5166a1f72d6cb4ddfe9316119b767.jpg,DO_NOT_AUTO_RESOLVE
sha256:cbcffdd73df06e0b,cbcffdd73df06e0b072756c13f9f0563e8072b9b0b5a5f3023123493706fc4bd,2,CONFLICTING_LABEL,SM_0;SM_20;moisture_class;moisture_bin,capture_session;source_group,37;58,35;57,95,3;5,M_30_40;M_50_60,L_90_100,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:6510f6bdb0172e7d,4e944eb63f277f836438;5a341cd1b592f07b47e6,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142535965_7f8fdeed5b9f25c4800540f4c7109134.jpg;Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142535965_7f8fdeed5b9f25c4800540f4c7109134.jpg,DO_NOT_AUTO_RESOLVE
sha256:d27c8f193d45dc32,d27c8f193d45dc320ed6bfa0639a1374901b85f74b60878fbb42dd02333cc0a0,4,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,33;50;56;70,33;49;59;72,80;84,3;4;5;6,M_30_40;M_40_50;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:50850ca5bd08d144,485fdb9d28b76ff61729;b4f05c22fbe7dab51e15;ea70868f5346415b7226;ee5f037344150d793037,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg;Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,DO_NOT_AUTO_RESOLVE
sha256:d2d846cd4e716f73,d2d846cd4e716f7399ac6b2fe8d1b99b43285e9b37aad353e7b55b7f2ba4a9b0,3,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,30;59;65,31;58;67,80;81,3;5;6,M_30_40;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:87a0fc93f2cf29b3,17326f97c235bfba4264;9d3d89498f757e2dd92f;a006a8ab8d62d6c421d6,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg,DO_NOT_AUTO_RESOLVE
sha256:da67778185dbfeb3,da67778185dbfeb35e18acd99a4b43850e693e80c558855b36f342b4d4360d30,4,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,30;41;55;68,30;43;57;67,83;84;86;89,3;4;5;6,M_30_40;M_40_50;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:7986c044b478daae,0a589880d0b0ee979213;1735377141e132151314;d3ca936e6a4c637cefe3;dc2f7322d17c965d4f37,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg;Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,DO_NOT_AUTO_RESOLVE
sha256:e71702166efad6b7,e71702166efad6b72f962a665ebf221f6f5a689ab58d63bea2d33f3b5bea0a06,2,CONFLICTING_LABEL,SM_0;SM_20;light_value,capture_session;source_group,13;20,12;20,80;84,1,M_10_20,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:79d3404476848e8d,11ef52f24adbf37dcfe0;f5c220da2afe85bd166b,Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0751.JPG;Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0752.JPG,DO_NOT_AUTO_RESOLVE
sha256:e7d94a42af104da7,e7d94a42af104da7bdf576e1af439aa873e09e789ad3de009fe5f51e79b02b3f,3,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,36;60;70,37;61;68,80;84;89,3;5;6,M_30_40;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:32fa337bf04ea824,9206eab7435ff06a712b;ae5f1b5fa493968282ff;e44f9cc03f7f33c1e7f4,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg,DO_NOT_AUTO_RESOLVE
sha256:f6f490aa8c06c3f3,f6f490aa8c06c3f394c6af6b860648034089de50325cbb7a66c6e52da0ace352,3,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,32;45;52,31;43;54,94;96;98,3;4;5,M_30_40;M_40_50;M_50_60,L_90_100,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:1d3c79345db274e1,d12ab2bb1b4cb5c3ff57;ea620fad2572c87eb336;f8ddbb74af8c1be93fc2,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg;Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg;Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg,DO_NOT_AUTO_RESOLVE
sha256:f78a84e7b2a6e850,f78a84e7b2a6e850c20e699b6715e85009c356da4b0001f92227be59ff662b36,4,CONFLICTING_LABEL,SM_0;SM_20;light_value;moisture_class;moisture_bin,capture_session;source_group,30;46;57;67,32;46;59;66,83;84;88,3;4;5;6,M_30_40;M_40_50;M_50_60;M_60_70,L_80_90,alluvial,UNAVAILABLE_NOT_IN_LABELS,UNAVAILABLE_NOT_IN_LABELS,phash:53a18805beeb0d82,61cadbb7ab6f98654808;86973bf50510b1a8d8f5;a7cd032687a48bf511e8;bf5347894784387faaf4,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg;Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg;Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg;Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,DO_NOT_AUTO_RESOLVE
