checkpoint_id,scope,relative_path,sha256,artifact_component,pretraining_source,initialization_evidence,protocol_status,prospective_test_exact_sha_exposed_in_unlabeled_pool,prospective_test_near_group_exposed_in_unlabeled_pool,notes
sha256:3d0388cf39c4152925e0,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_11.pth,3d0388cf39c4152925e0a8ed1754eb9cf0f78f6f569ecfad1499cbb604de7fea,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:7b309e1eae402459c076,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_12.pth,7b309e1eae402459c076e27510468d8a145c5f5634b502a252bc8971cd2304c8,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:5cc3c65505569b31cc25,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_13.pth,5cc3c65505569b31cc25769be75b8b7efe4c21fbb76557e7faa0069593460fa8,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:fa0d111cd14192502b07,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_14.pth,fa0d111cd14192502b076f6847e3e5f2c264edde3599ae95f28a3b39e44d8410,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:15633d047d0e6b2a9642,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_15.pth,15633d047d0e6b2a964276a4ceaeaa1045c4d599dc534f20e1cc5cc31b013499,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:b90d7181fac3dc8ff541,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_16.pth,b90d7181fac3dc8ff541cdda44f39f2bb398bb25579ae9d85319c7f2f0c9083f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:f5cfc7ce125288574b8d,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_17.pth,f5cfc7ce125288574b8da4b2a00a2447fd1edad89688046a7141add568d21270,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:7badcaf8ab3b12d03d3b,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_18.pth,7badcaf8ab3b12d03d3bd3630b482c0ba8d346c8f489f38e8ea731055f499a7a,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:7b21a09c954a2826316b,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_19.pth,7b21a09c954a2826316ba8de1fd713077eb47b45b9888c23b62b7a913f84e4e0,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:59ce0e8db1ce76b579f8,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_2.pth,59ce0e8db1ce76b579f8fd77e53640710d8f87fffc2b104576bb3caa4e669b59,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:da7b4f1bc9d1986542f4,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_20.pth,da7b4f1bc9d1986542f40e028b2b78de384b670e71bb32c4e227fab4792d5b78,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:b5d73e52236ecdc87016,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_21.pth,b5d73e52236ecdc870165f2b22c8f41731ff01f656850e25260a3c4ace9bd954,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:eaf68de4c3641a8c01c9,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_22.pth,eaf68de4c3641a8c01c99866c4654b738688c2ca8d8817600bab5c55b77dd85f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:a2e54662a8bea96db6f3,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_23.pth,a2e54662a8bea96db6f3b543b29c14e360989e259101ca435cdd418e49368c89,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:0ab9d73438759016f1ff,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_24.pth,0ab9d73438759016f1ffedba3ebc61a9bae251a93ed9be36de5c9902ee7584dd,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:14e4b651eee9d723f7b5,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_25.pth,14e4b651eee9d723f7b5b867c11b60903e312ac05f6b33e1c54d86cd9834dcb6,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:8d349c8a0a55921a9acc,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_26.pth,8d349c8a0a55921a9accfbc686dc47ef34193e614bf75ea0af5d9ebe031c5379,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:79aa5cbcda86d80f38b5,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_27.pth,79aa5cbcda86d80f38b587a5585e4ed26bb1618010279b08505b56e4d8e1d6c6,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:20cd721f6a1f148d5e7e,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_28.pth,20cd721f6a1f148d5e7e12ca9cf5c4d77448d388db1141f7de8a1f07efbe115d,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:2e4777a03ae1a938cd43,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_29.pth,2e4777a03ae1a938cd435b06fee3199037537cc17eb1ca9a4f0e7298768123d7,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:b0504f583ec3fd519756,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_3.pth,b0504f583ec3fd519756cf602a597dbc96fa2467668f4f5e213821a63e405954,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:8c94ab92a30e86c969dd,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_30.pth,8c94ab92a30e86c969dd3c2a8c6a9270e33a5bdb3e0c179c284b446d0869c97c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:bf3e53de01f60a0340d7,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_31.pth,bf3e53de01f60a0340d77b06966dd63ba9ef84856ecbd77ee70cc511a3b3a2fa,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:c9754b7090c5e6f39390,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_32.pth,c9754b7090c5e6f393900ab96abe795a5bf9ae2acdf794d9a57942f984429703,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:08352928a0712299470f,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_33.pth,08352928a0712299470fc136da7c3e3e1c88f0343e12646d4e54c009483dc13a,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:693b99ddecb1c84c0c1d,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_34.pth,693b99ddecb1c84c0c1d9c5284fcc60b6057320bf1c35a9088b20e3406b092f4,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:533df1f68b430d7bcb69,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_35.pth,533df1f68b430d7bcb69cf02cbda999eca7f215b4546256e269066307f65739b,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:a3401d14a5bc2ad35ec1,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_36.pth,a3401d14a5bc2ad35ec19f00d0dcb9c24e192c2124a9d752f601abc22d60e700,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:f9bea741ea34b7bc05ca,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_37.pth,f9bea741ea34b7bc05ca6f904547efdd1e624be12934ab7faa9165ee72e6d5e5,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:653fbbecce2216dfeb8c,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_38.pth,653fbbecce2216dfeb8cc7b1960fca5c7ffc815364eeb6d73fa1a256db1a4d5e,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:e308ac96aa60ae122ee0,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_39.pth,e308ac96aa60ae122ee096e67921b5c8a766d6679b54d5233e051996d0f20235,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:d18dc9337c0fea579756,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_4.pth,d18dc9337c0fea57975667e2e1b604215f3c897d89c15862ead0b1f7d09e4b5f,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:57d1476277f20a340e99,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_40.pth,57d1476277f20a340e9998849e756a50f6064460482fb6d22e2e2fad7627809e,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:f34bdcb5f9dfd83db754,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_41.pth,f34bdcb5f9dfd83db7541bb7ab5a2f6c803ace98dbead63632e9a832b054611d,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:3ca2a1b4ef7124f9fbcd,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_42.pth,3ca2a1b4ef7124f9fbcde9934866b917b03a1a5a25c99517d7b364b997cabfcc,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:7fa23931bdbd280a3f84,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_43.pth,7fa23931bdbd280a3f84eb32b1062ac35d9e7875685153c3fa9d22fef35d894c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:5386b9e8446e72b2b287,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_44.pth,5386b9e8446e72b2b287889268d22105aeafdd02fad13d5b83a729dfc1773672,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:5d034e0ed331cfdede11,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_45.pth,5d034e0ed331cfdede116245491029673ca33d2cb402faa315f6272f405a24da,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:0fd6e4508497913e1a80,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_46.pth,0fd6e4508497913e1a80d3551aa5fae5a936ea2fe0c679fcc091c185bf1d7ca5,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:b40985eab8a5a5d87b50,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_47.pth,b40985eab8a5a5d87b505fac7c1991828d71611cb146332ee11b28cef9e0c240,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:a83a7c6d70f83c64d958,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_48.pth,a83a7c6d70f83c64d95810d163d71e73d3d3fcaaa7278902218b118ed18cdf2c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:3cd3f99736760adc376e,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_49.pth,3cd3f99736760adc376e9bb13d3c14b7b5a36d4b1ec0d6ba773a1691c8f04846,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:d17e2f88fe022dd415e1,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_5.pth,d17e2f88fe022dd415e1cecbdad46ff75572c5bf296138e2ecb85150bf403630,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:4253192b7437fb5fe488,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_50.pth,4253192b7437fb5fe48831c88d52b3d504859aad3f113f221cf68f5a7c40fddb,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:25aabda02bccdc52213a,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_51.pth,25aabda02bccdc52213ac9cd4e0365a1c297313c937a74549523c59678f7b732,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:1d2647164e8c01f264d4,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_52.pth,1d2647164e8c01f264d48e77fc1259a523eff2292bec8d262736cdd677056e9c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:9659fa2528bfb35037d7,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_53.pth,9659fa2528bfb35037d72163981abbeb844a69bbe2215ad5c274e81c909ef6df,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:84544dee681aa5ad0528,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_54.pth,84544dee681aa5ad05289f4d05743d67852eca8cd88c25a6c50b9ab8bdc9434c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:dcc1c77db6eae02bd597,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_55.pth,dcc1c77db6eae02bd59740eccea711fff21401f28dac6adbd3de92db67cf3a9d,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:d0156460c20d431dd917,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_56.pth,d0156460c20d431dd9175a4a5a59c6549743db75c8f1e2d0af8cc963535fed5b,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:8a18fad0c3bf920c9b20,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_57.pth,8a18fad0c3bf920c9b2005e50cd99bb969aef8b53957139263a153533a8e2f17,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:a62cd94276dcd57751e3,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_58.pth,a62cd94276dcd57751e3c9d2b297617566f3b16a020df3bb9285747c6b12ceb9,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:ef15cf8b90701152e0bc,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_59.pth,ef15cf8b90701152e0bc3b7b8cb50075604797a1f65e5fe03d940f027a975ed1,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:f40887086883dd7e870a,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_6.pth,f40887086883dd7e870a2670374cc17a0149153890daca9f86cef1679b047326,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:63d776d2e37cc560c0ac,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_60.pth,63d776d2e37cc560c0ac1f77c4582cc3ae347b3a3e38b1f1d0f77fe29f6a170c,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
sha256:249907242e87728bbdb5,CHECKPOINT_ROOT,checkpoints_VicReg_original_NEW/vicreg_mu_20.0_epoch_61.pth,249907242e87728bbdb54d3dbc7bf4a3b4d5dd499f78b4fa1799853e32d180b7,PARTIAL_STATE,SOIL_IMAGES_UNLABELED,TinyImageNet/ImageNet initializer possible; exact generation-specific initializer requires lineage review,TRANSDUCTIVE_PRETRAINING,197,238,Soil unlabeled pretraining cannot be called completely held-out inductive when prospective test images/groups overlap its pool.
