candidate_id,path,scope,sha256,category,mu,imagenet_initialized,ssl_method,epoch_if_known,encoder_present,projector_present,compatible_with_final_soilnet,lineage_status,linked_notebook,linked_metrics,selection_status,reason
CHECKPOINT_ROOT:407de027ba4144538004,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_43.pth,CHECKPOINT_ROOT,407de027ba4144538004181357bd1af55d08b9870875fac55ad00cfffad9cd26,PARTIAL_STATE,27,True,VICReg,43,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:6925564c57481bf24353,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_44.pth,CHECKPOINT_ROOT,6925564c57481bf243537532505604785d59fac3fedcaaf7348b7a4588110c47,PARTIAL_STATE,27,True,VICReg,44,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:d22ef3dff9b71eebe6f8,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_45.pth,CHECKPOINT_ROOT,d22ef3dff9b71eebe6f8ef2961de104b6e095e1fa946967276ec84f959a3893a,PARTIAL_STATE,27,True,VICReg,45,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:6918ee5fa9ee824f06af,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_46.pth,CHECKPOINT_ROOT,6918ee5fa9ee824f06af19cd254f853e5ad9f2f0bcc05a1af1b8383187b8a1e4,PARTIAL_STATE,27,True,VICReg,46,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:1991210f14026fce2e97,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_47.pth,CHECKPOINT_ROOT,1991210f14026fce2e973d941b3c57bb80f2eb82bddf4e1d66af9a5945a7522a,PARTIAL_STATE,27,True,VICReg,47,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:4e387487cc2c65897a6c,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_48.pth,CHECKPOINT_ROOT,4e387487cc2c65897a6cb9723bb756c8640bf9e4b994e3a2cd304c0ad4c6dc1b,PARTIAL_STATE,27,True,VICReg,48,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:d9335a495712c7175c1d,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_49.pth,CHECKPOINT_ROOT,d9335a495712c7175c1dcbba3408489222beab0a04ac80eb0f06d8976bb75766,PARTIAL_STATE,27,True,VICReg,49,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:3dd01fc14df6fa5c1990,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_5.pth,CHECKPOINT_ROOT,3dd01fc14df6fa5c199066897182ab44ce38137587b9b11cea905b7f8fcfeb2b,PARTIAL_STATE,27,True,VICReg,5,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:b9279bffdc47d554d76b,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_50.pth,CHECKPOINT_ROOT,b9279bffdc47d554d76bf51a290e85347975d0065738203c2fb24a29829fe62c,PARTIAL_STATE,27,True,VICReg,50,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:630798caf4345b256b3b,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_51.pth,CHECKPOINT_ROOT,630798caf4345b256b3b8518751d18a82f09bfea0417fe4820d280c1b2b3cbb7,PARTIAL_STATE,27,True,VICReg,51,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:ea86afc1ba0bbff16f4e,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_52.pth,CHECKPOINT_ROOT,ea86afc1ba0bbff16f4ed996a28e78eedc20951338621da66317d54981ef9215,PARTIAL_STATE,27,True,VICReg,52,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:8a1732120a6899822c4f,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_53.pth,CHECKPOINT_ROOT,8a1732120a6899822c4f48bd270252a0dcc468b9b2c05b837d7dba899a7a67c7,PARTIAL_STATE,27,True,VICReg,53,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:fc67bac5c32f6fd3f66b,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_54.pth,CHECKPOINT_ROOT,fc67bac5c32f6fd3f66b33bb8619c5437ea53669cde9564971f33ab2b6207b6e,PARTIAL_STATE,27,True,VICReg,54,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:a5bb3a3c70cf8b40fbed,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_55.pth,CHECKPOINT_ROOT,a5bb3a3c70cf8b40fbedb9e21417787f5ecd6efcb87be2cdc9bf9712b61e5c3f,PARTIAL_STATE,27,True,VICReg,55,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:8646209a4c859e0cd365,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_56.pth,CHECKPOINT_ROOT,8646209a4c859e0cd365fe2c52808cff40915f4b26f70ec80daf4d70c470bcee,PARTIAL_STATE,27,True,VICReg,56,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:f41c2bba374fc212ab62,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_57.pth,CHECKPOINT_ROOT,f41c2bba374fc212ab624aa7a4fac14f960dca740846aa17e17f8f8493b05067,PARTIAL_STATE,27,True,VICReg,57,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:ad4709c7eeb2a2876f76,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_58.pth,CHECKPOINT_ROOT,ad4709c7eeb2a2876f76d32f5cac63da8acc26f29c1bf1102bc5dc81a7147c65,PARTIAL_STATE,27,True,VICReg,58,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:54fad8db148d8880470a,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_59.pth,CHECKPOINT_ROOT,54fad8db148d8880470a56a8444115f0caeec1e54c630abdf430dab5619333a2,PARTIAL_STATE,27,True,VICReg,59,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:99e23bdceaa6f9050e93,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_6.pth,CHECKPOINT_ROOT,99e23bdceaa6f9050e932fcefcb96d0d15dc63e235a450b6e2a7d15915050c9b,PARTIAL_STATE,27,True,VICReg,6,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:186813781ddc9bfcff1b,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_60.pth,CHECKPOINT_ROOT,186813781ddc9bfcff1b2b4693a58469252ea9bc01ceceeffa5531fa63147c80,PARTIAL_STATE,27,True,VICReg,60,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:88ab4b6f0f10348252c3,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_61.pth,CHECKPOINT_ROOT,88ab4b6f0f10348252c3fad80f150ebc1be72f961fbdefa0629ff887108ad7d1,PARTIAL_STATE,27,True,VICReg,61,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:d74ba5d3ce1d98e2d36e,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_62.pth,CHECKPOINT_ROOT,d74ba5d3ce1d98e2d36ea4c74a6b9e49b8e3c6b8439146b5775d130c269e66c9,PARTIAL_STATE,27,True,VICReg,62,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:e4cd34355b6b23312ede,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_63.pth,CHECKPOINT_ROOT,e4cd34355b6b23312ede83ea321a8042dbf330f7d1b6984300b1057adaf5ae6c,PARTIAL_STATE,27,True,VICReg,63,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:852aa08f230ac43ce327,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_64.pth,CHECKPOINT_ROOT,852aa08f230ac43ce32750993ecfea73adec86ea9b5ba26a39e34da832435f34,PARTIAL_STATE,27,True,VICReg,64,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:4ad0e2eef15359c4d61b,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_65.pth,CHECKPOINT_ROOT,4ad0e2eef15359c4d61b0b201d44f3a441fafe13338734813e2857c3cb23e61d,PARTIAL_STATE,27,True,VICReg,65,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:d3c4e79006527535a716,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_66.pth,CHECKPOINT_ROOT,d3c4e79006527535a716b6b9fb34c44b912d6665183942ebb9f9aff85d6b89dc,PARTIAL_STATE,27,True,VICReg,66,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:7ae2ef81df946269d6cc,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_67.pth,CHECKPOINT_ROOT,7ae2ef81df946269d6cc5aa52e2bbda3f57040f159125dd5bdd29a5cacafd7b6,PARTIAL_STATE,27,True,VICReg,67,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:7dfa98c1758b3537e813,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_68.pth,CHECKPOINT_ROOT,7dfa98c1758b3537e81397f4a25a29e24b1e551eb3dee65fe535b745388dbdeb,PARTIAL_STATE,27,True,VICReg,68,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:24d648767615de22ca72,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_69.pth,CHECKPOINT_ROOT,24d648767615de22ca72e33f26e437b77c268d90c894598c8647195b2d16f318,PARTIAL_STATE,27,True,VICReg,69,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:f392fe9ab87ac3f3beca,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_7.pth,CHECKPOINT_ROOT,f392fe9ab87ac3f3becae4e9bde41442c320187e5fb9115d82f080170a206623,PARTIAL_STATE,27,True,VICReg,7,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:db108b2d5442f5f98d5f,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_70.pth,CHECKPOINT_ROOT,db108b2d5442f5f98d5f791e458ddd88fb617d433b40594ffd47bdada75e54b3,PARTIAL_STATE,27,True,VICReg,70,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:719ad332c2d312576e22,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_71.pth,CHECKPOINT_ROOT,719ad332c2d312576e22e5afcd5b5013174567e0b176ac159ed24bdc369ffed9,PARTIAL_STATE,27,True,VICReg,71,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:0ac74f08519f7fc1a08f,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_72.pth,CHECKPOINT_ROOT,0ac74f08519f7fc1a08fcd24a59859210fc08dc08e26ecb8a4ab3a671061ee88,PARTIAL_STATE,27,True,VICReg,72,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:33376c923495eccef697,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_73.pth,CHECKPOINT_ROOT,33376c923495eccef6976004d9a6c65f3daa2359c682882e63da06dffeba23be,PARTIAL_STATE,27,True,VICReg,73,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:82ad8e42cd71fcbad2c5,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_74.pth,CHECKPOINT_ROOT,82ad8e42cd71fcbad2c58c3d5a96332ee84ed40613235c178c1c59d964916cea,PARTIAL_STATE,27,True,VICReg,74,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:a23052cf05620eeb044c,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_75.pth,CHECKPOINT_ROOT,a23052cf05620eeb044c1b4934d3bf37750a06d8e3373c84f0b34a7dcef96f31,PARTIAL_STATE,27,True,VICReg,75,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:c02c0c712b2b665963e4,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_76.pth,CHECKPOINT_ROOT,c02c0c712b2b665963e4d3ec0fde16aae41f52d24ddf5b5da29516d6956c7c11,PARTIAL_STATE,27,True,VICReg,76,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
CHECKPOINT_ROOT:2e33921e51e4f455312a,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_mu_27.0_epoch_77.pth,CHECKPOINT_ROOT,2e33921e51e4f455312a09d89288f6c65c0a3d244e7647f6e092870727fbb150,PARTIAL_STATE,27,True,VICReg,77,True,True,True,HIGH_CONFIDENCE_LINEAGE,LEGACY_GITHUB:checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,CHECKPOINT_ROOT:checkpoints_VicReg_original_NEW/vicreg_metrics_original_soilnet_mu_27.csv,REJECTED_INTERMEDIATE_SSL_EPOCH,Intermediate SSL training state is superseded by the tensor-identical final epoch-80 raw model state.
