sha256,group_id,relative_path,original_row_id,SM_0,SM_20,light_value,moisture_class,group_size,reason
9a626aede8c742d3909a22277e5a046d567ff352bc7d86b1afa44be176987d0f,sha256:9a626aede8c742d3,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115800429_ff01c46a0bb2fd04a0bcfaa21477768c.jpg,z5720115800429_ff01c46a0bb2fd04a0bcfaa21477768c.jpg,31,30,86,3,3,EXACT_DUPLICATE_CONFLICT
9a626aede8c742d3909a22277e5a046d567ff352bc7d86b1afa44be176987d0f,sha256:9a626aede8c742d3,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115800429_ff01c46a0bb2fd04a0bcfaa21477768c.jpg,z5720115800429_ff01c46a0bb2fd04a0bcfaa21477768c.jpg,53,51,89,5,3,EXACT_DUPLICATE_CONFLICT
9a626aede8c742d3909a22277e5a046d567ff352bc7d86b1afa44be176987d0f,sha256:9a626aede8c742d3,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115800429_ff01c46a0bb2fd04a0bcfaa21477768c.jpg,z5720115800429_ff01c46a0bb2fd04a0bcfaa21477768c.jpg,63,64,87,6,3,EXACT_DUPLICATE_CONFLICT
a1d2f3dcbdb6deac51cc360ad72c91414c27231fa74aed3ec9a80915a864b819,sha256:a1d2f3dcbdb6deac,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143115861_efed4878483a1f7e23629c7386a6d09d.jpg,z5720143115861_efed4878483a1f7e23629c7386a6d09d.jpg,34,33,92,3,2,EXACT_DUPLICATE_CONFLICT
a1d2f3dcbdb6deac51cc360ad72c91414c27231fa74aed3ec9a80915a864b819,sha256:a1d2f3dcbdb6deac,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143115861_efed4878483a1f7e23629c7386a6d09d.jpg,z5720143115861_efed4878483a1f7e23629c7386a6d09d.jpg,56,58,92,5,2,EXACT_DUPLICATE_CONFLICT
ad01962ff96b59c7f2e01deccfcfb26565289a1874d4cb18321c4c670dac82f3,sha256:ad01962ff96b59c7,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143090213_a08a9f5a97cdc656748cb7fa75edf338.jpg,z5720143090213_a08a9f5a97cdc656748cb7fa75edf338.jpg,37,36,94,3,3,EXACT_DUPLICATE_CONFLICT
ad01962ff96b59c7f2e01deccfcfb26565289a1874d4cb18321c4c670dac82f3,sha256:ad01962ff96b59c7,Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720143090213_a08a9f5a97cdc656748cb7fa75edf338.jpg,z5720143090213_a08a9f5a97cdc656748cb7fa75edf338.jpg,48,47,92,4,3,EXACT_DUPLICATE_CONFLICT
ad01962ff96b59c7f2e01deccfcfb26565289a1874d4cb18321c4c670dac82f3,sha256:ad01962ff96b59c7,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143090213_a08a9f5a97cdc656748cb7fa75edf338.jpg,z5720143090213_a08a9f5a97cdc656748cb7fa75edf338.jpg,50,51,90,5,3,EXACT_DUPLICATE_CONFLICT
ade40a65a23d306319ba2fadfc9c4d5eeaf049ca4046bd5fc41ea69a2e373fa9,sha256:ade40a65a23d3063,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg,z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg,40,42,95,3,3,EXACT_DUPLICATE_CONFLICT
ade40a65a23d306319ba2fadfc9c4d5eeaf049ca4046bd5fc41ea69a2e373fa9,sha256:ade40a65a23d3063,Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg,z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg,45,45,97,4,3,EXACT_DUPLICATE_CONFLICT
ade40a65a23d306319ba2fadfc9c4d5eeaf049ca4046bd5fc41ea69a2e373fa9,sha256:ade40a65a23d3063,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg,z5720143180627_8991003c4168f68248331f4ae3cb75d1.jpg,51,50,92,5,3,EXACT_DUPLICATE_CONFLICT
af54ceee1e6ea7ef7a866eb66ec5f0714bf947da83ee39e15e5e8cab789a92e8,sha256:af54ceee1e6ea7ef,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg,z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg,32,33,88,3,3,EXACT_DUPLICATE_CONFLICT
af54ceee1e6ea7ef7a866eb66ec5f0714bf947da83ee39e15e5e8cab789a92e8,sha256:af54ceee1e6ea7ef,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg,z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg,57,57,90,5,3,EXACT_DUPLICATE_CONFLICT
af54ceee1e6ea7ef7a866eb66ec5f0714bf947da83ee39e15e5e8cab789a92e8,sha256:af54ceee1e6ea7ef,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg,z5720115833149_ed8419086eec88fa81ae29e84dd8ee29.jpg,70,69,90,6,3,EXACT_DUPLICATE_CONFLICT
b2d381061e86750c596ea90c359ce7104609d9708781c75c65ed9c99f3190381,sha256:b2d381061e86750c,Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0702.JPG,IMG_0702.JPG,14,13,80,1,3,EXACT_DUPLICATE_CONFLICT
b2d381061e86750c596ea90c359ce7104609d9708781c75c65ed9c99f3190381,sha256:b2d381061e86750c,Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0705.JPG,IMG_0705.JPG,15,18,75,1,3,EXACT_DUPLICATE_CONFLICT
b2d381061e86750c596ea90c359ce7104609d9708781c75c65ed9c99f3190381,sha256:b2d381061e86750c,Soil_Labeled_Data/M_10_20/L_70_80/alluvial/IMG_0706.JPG,IMG_0706.JPG,19,18,70,1,3,EXACT_DUPLICATE_CONFLICT
b31a63d28142efd56024bd0e38ee4b1118ecaf2eca2f4cb0c721d8c954f5bcb9,sha256:b31a63d28142efd5,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,34,35,87,3,4,EXACT_DUPLICATE_CONFLICT
b31a63d28142efd56024bd0e38ee4b1118ecaf2eca2f4cb0c721d8c954f5bcb9,sha256:b31a63d28142efd5,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,45,47,85,4,4,EXACT_DUPLICATE_CONFLICT
b31a63d28142efd56024bd0e38ee4b1118ecaf2eca2f4cb0c721d8c954f5bcb9,sha256:b31a63d28142efd5,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,51,53,82,5,4,EXACT_DUPLICATE_CONFLICT
b31a63d28142efd56024bd0e38ee4b1118ecaf2eca2f4cb0c721d8c954f5bcb9,sha256:b31a63d28142efd5,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,z5720115942754_8be2331cdea2f08eaa20a4d16f47702e.jpg,62,62,90,6,4,EXACT_DUPLICATE_CONFLICT
c7569787e74310048696c82571cedd2cb89e66b961605a3059711b281284b503,sha256:c7569787e7431004,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg,z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg,36,38,90,3,3,EXACT_DUPLICATE_CONFLICT
c7569787e74310048696c82571cedd2cb89e66b961605a3059711b281284b503,sha256:c7569787e7431004,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg,z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg,53,55,86,5,3,EXACT_DUPLICATE_CONFLICT
c7569787e74310048696c82571cedd2cb89e66b961605a3059711b281284b503,sha256:c7569787e7431004,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg,z5720115653272_3de34aa127a04a50ac17b19f6c26e982.jpg,69,67,84,6,3,EXACT_DUPLICATE_CONFLICT
ca85bf8ff5a35539fefbb847acbe12f7f32ecbe248c145a844b511e7bc339c0a,sha256:ca85bf8ff5a35539,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142944680_d4f5166a1f72d6cb4ddfe9316119b767.jpg,z5720142944680_d4f5166a1f72d6cb4ddfe9316119b767.jpg,37,38,90,3,2,EXACT_DUPLICATE_CONFLICT
ca85bf8ff5a35539fefbb847acbe12f7f32ecbe248c145a844b511e7bc339c0a,sha256:ca85bf8ff5a35539,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142944680_d4f5166a1f72d6cb4ddfe9316119b767.jpg,z5720142944680_d4f5166a1f72d6cb4ddfe9316119b767.jpg,54,52,90,5,2,EXACT_DUPLICATE_CONFLICT
cbcffdd73df06e0b072756c13f9f0563e8072b9b0b5a5f3023123493706fc4bd,sha256:cbcffdd73df06e0b,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142535965_7f8fdeed5b9f25c4800540f4c7109134.jpg,z5720142535965_7f8fdeed5b9f25c4800540f4c7109134.jpg,37,35,95,3,2,EXACT_DUPLICATE_CONFLICT
cbcffdd73df06e0b072756c13f9f0563e8072b9b0b5a5f3023123493706fc4bd,sha256:cbcffdd73df06e0b,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142535965_7f8fdeed5b9f25c4800540f4c7109134.jpg,z5720142535965_7f8fdeed5b9f25c4800540f4c7109134.jpg,58,57,95,5,2,EXACT_DUPLICATE_CONFLICT
d27c8f193d45dc320ed6bfa0639a1374901b85f74b60878fbb42dd02333cc0a0,sha256:d27c8f193d45dc32,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,33,33,80,3,4,EXACT_DUPLICATE_CONFLICT
d27c8f193d45dc320ed6bfa0639a1374901b85f74b60878fbb42dd02333cc0a0,sha256:d27c8f193d45dc32,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,50,49,84,4,4,EXACT_DUPLICATE_CONFLICT
d27c8f193d45dc320ed6bfa0639a1374901b85f74b60878fbb42dd02333cc0a0,sha256:d27c8f193d45dc32,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,56,59,80,5,4,EXACT_DUPLICATE_CONFLICT
d27c8f193d45dc320ed6bfa0639a1374901b85f74b60878fbb42dd02333cc0a0,sha256:d27c8f193d45dc32,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,z5720116085194_b4c6d844bda5f6a7533e048925576cdd.jpg,70,72,84,6,4,EXACT_DUPLICATE_CONFLICT
d2d846cd4e716f7399ac6b2fe8d1b99b43285e9b37aad353e7b55b7f2ba4a9b0,sha256:d2d846cd4e716f73,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg,z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg,30,31,80,3,3,EXACT_DUPLICATE_CONFLICT
d2d846cd4e716f7399ac6b2fe8d1b99b43285e9b37aad353e7b55b7f2ba4a9b0,sha256:d2d846cd4e716f73,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg,z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg,59,58,81,5,3,EXACT_DUPLICATE_CONFLICT
d2d846cd4e716f7399ac6b2fe8d1b99b43285e9b37aad353e7b55b7f2ba4a9b0,sha256:d2d846cd4e716f73,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg,z5720115969160_90e7c8fe51469c6537b93b0b5051f46d.jpg,65,67,80,6,3,EXACT_DUPLICATE_CONFLICT
da67778185dbfeb35e18acd99a4b43850e693e80c558855b36f342b4d4360d30,sha256:da67778185dbfeb3,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,30,30,86,3,4,EXACT_DUPLICATE_CONFLICT
da67778185dbfeb35e18acd99a4b43850e693e80c558855b36f342b4d4360d30,sha256:da67778185dbfeb3,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,41,43,89,4,4,EXACT_DUPLICATE_CONFLICT
da67778185dbfeb35e18acd99a4b43850e693e80c558855b36f342b4d4360d30,sha256:da67778185dbfeb3,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,55,57,83,5,4,EXACT_DUPLICATE_CONFLICT
da67778185dbfeb35e18acd99a4b43850e693e80c558855b36f342b4d4360d30,sha256:da67778185dbfeb3,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,z5720115687004_c7046b6ed304fe8ccbb693c1af288980.jpg,68,67,84,6,4,EXACT_DUPLICATE_CONFLICT
e71702166efad6b72f962a665ebf221f6f5a689ab58d63bea2d33f3b5bea0a06,sha256:e71702166efad6b7,Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0751.JPG,IMG_0751.JPG,13,12,84,1,2,EXACT_DUPLICATE_CONFLICT
e71702166efad6b72f962a665ebf221f6f5a689ab58d63bea2d33f3b5bea0a06,sha256:e71702166efad6b7,Soil_Labeled_Data/M_10_20/L_80_90/alluvial/IMG_0752.JPG,IMG_0752.JPG,20,20,80,1,2,EXACT_DUPLICATE_CONFLICT
e7d94a42af104da7bdf576e1af439aa873e09e789ad3de009fe5f51e79b02b3f,sha256:e7d94a42af104da7,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg,z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg,36,37,84,3,3,EXACT_DUPLICATE_CONFLICT
e7d94a42af104da7bdf576e1af439aa873e09e789ad3de009fe5f51e79b02b3f,sha256:e7d94a42af104da7,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg,z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg,60,61,80,5,3,EXACT_DUPLICATE_CONFLICT
e7d94a42af104da7bdf576e1af439aa873e09e789ad3de009fe5f51e79b02b3f,sha256:e7d94a42af104da7,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg,z5720116069849_bcc6949c92dd61a3b67028202e4c3c2a.jpg,70,68,89,6,3,EXACT_DUPLICATE_CONFLICT
f6f490aa8c06c3f394c6af6b860648034089de50325cbb7a66c6e52da0ace352,sha256:f6f490aa8c06c3f3,Soil_Labeled_Data/M_30_40/L_90_100/alluvial/z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg,z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg,32,31,96,3,3,EXACT_DUPLICATE_CONFLICT
f6f490aa8c06c3f394c6af6b860648034089de50325cbb7a66c6e52da0ace352,sha256:f6f490aa8c06c3f3,Soil_Labeled_Data/M_40_50/L_90_100/alluvial/z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg,z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg,45,43,98,4,3,EXACT_DUPLICATE_CONFLICT
f6f490aa8c06c3f394c6af6b860648034089de50325cbb7a66c6e52da0ace352,sha256:f6f490aa8c06c3f3,Soil_Labeled_Data/M_50_60/L_90_100/alluvial/z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg,z5720142803519_7e7073968e86e15707d41ef2d1f8a1cb.jpg,52,54,94,5,3,EXACT_DUPLICATE_CONFLICT
f78a84e7b2a6e850c20e699b6715e85009c356da4b0001f92227be59ff662b36,sha256:f78a84e7b2a6e850,Soil_Labeled_Data/M_30_40/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,30,32,83,3,4,EXACT_DUPLICATE_CONFLICT
f78a84e7b2a6e850c20e699b6715e85009c356da4b0001f92227be59ff662b36,sha256:f78a84e7b2a6e850,Soil_Labeled_Data/M_40_50/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,46,46,88,4,4,EXACT_DUPLICATE_CONFLICT
f78a84e7b2a6e850c20e699b6715e85009c356da4b0001f92227be59ff662b36,sha256:f78a84e7b2a6e850,Soil_Labeled_Data/M_50_60/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,57,59,84,5,4,EXACT_DUPLICATE_CONFLICT
f78a84e7b2a6e850c20e699b6715e85009c356da4b0001f92227be59ff662b36,sha256:f78a84e7b2a6e850,Soil_Labeled_Data/M_60_70/L_80_90/alluvial/z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,z5720115994271_6ee046f5429b540fab54644ee387967d.jpg,67,66,88,6,4,EXACT_DUPLICATE_CONFLICT
